"Entidad","UPM","VIV_SEL","HOGAR","RESUL_H","R_SEL","AREAM","AP4_1","AP4_2_03","FAC_ELE"
"09","0900235","02","01","B","01","01","3","1",3584
"22","2202969","06","01","B","02",NA,"3","0",354
"22","2260114","18","01","B","01",NA,"3","1",194
"13","1302730","13","01","B","02",NA,"3","1",456
"28","2805004","04","01","B","01",NA,"3","0",813
"04","0400466","03","01","A","01","28","3","0",129
"03","0301222","16","01","B","01",NA,"3","0",77
"03","0300482","01","01","A","01","40","3","0",200
"31","3160457","03","01","B","01",NA,"3","0",695
"03","0301369","09","01","B","01",NA,"3","0",140
"29","2900323","16","01","B","01",NA,"3","0",656
"21","2100192","03","01","A","01","04","3","0",556
"23","2301978","02","01","B","01","41","3","0",430
"02","0205502","04","01","A","02","21","3","0",828
"20","2061273","08","01","B","01",NA,"3","0",462
"25","2500727","03","01","B","01",NA,"3","0",800
"06","0601487","04","01","B","01",NA,"3","1",57
"22","2200436","04","01","B","01","36","3","0",452
"32","3260467","13","01","B","02",NA,"3","0",452
"15","1522540","05","01","A","01","01","3","1",4185
"02","0201259","05","01","B","02",NA,"3","0",1800
"06","0601255","08","01","B","01",NA,"3","0",312
"21","2100684","02","01","A","02","04","3","0",1788
"31","3160043","08","01","B","02",NA,"3","0",330
"13","1302440","17","01","B","02",NA,"3","0",442
"06","0600221","04","01","B","02","33","3","0",132
"06","0601305","03","01","A","01",NA,"3","1",207
"26","2604069","04","01","A","02",NA,"3","1",1203
"23","2301217","04","01","B","06","41","3","0",1068
"26","2660274","11","01","B","01",NA,"3","0",1485
"10","1002326","13","01","B","03",NA,"2","1",332
"24","2460924","21","01","B","02",NA,"3","0",746
"18","1801050","09","01","B","02",NA,"3","0",652
"28","2806515","03","01","B","05",NA,"3","0",1384
"04","0400695","01","01","A","03",NA,"3","0",231
"21","2106389","18","01","B","02",NA,"3","0",846
"26","2605738","13","01","A","02",NA,"3","0",1684
"08","0860411","07","01","B","02",NA,"3","0",876
"12","1260327","20","01","B","01",NA,"3","0",362
"25","2560148","08","01","A","01",NA,"3","0",428
"30","3003139","04","02","A","01",NA,"3","1",615
"28","2805977","03","01","B","02","10","3","0",712
"18","1801039","06","01","A","01",NA,"3","0",489
"15","1560532","03","01","B","03",NA,"3","0",5232
"16","1600854","04","01","B","02","15","3","0",718
"16","1601013","03","01","B","01","15","3","0",1460
"07","0702038","02","01","B","01","19","3","0",854
"27","2701858","15","01","A","03",NA,"3","0",588
"22","2201053","03","01","B","04","36","3","1",844
"13","1302620","06","01","B","02",NA,"3","0",552
"06","0601105","03","01","B","01","33","3","0",174
"16","1600891","04","01","A","02","15","3","1",1341
"01","0102215","15","01","B","02",NA,"3","0",372
"27","2701970","07","01","B","01",NA,"3","1",480
"10","1060200","05","01","B","01",NA,"3","0",144
"02","0207803","16","01","B","01",NA,"3","0",1016
"06","0601170","04","01","B","01","33","3","0",114
"28","2800991","05","01","B","01","10","3","0",351
"04","0400913","04","01","A","05",NA,"3","1",436
"15","1527245","11","02","B","01",NA,"3","0",2038
"28","2808002","05","01","B","03",NA,"3","0",1616
"12","1260472","17","01","B","02",NA,"3","1",1251
"13","1301723","05","01","B","02",NA,"3","0",814
"07","0760043","10","01","B","01",NA,"3","0",852
"01","0101220","05","01","B","01","14","3","0",173
"29","2900548","05","01","A","01","39","3","0",815
"25","2560605","11","01","B","01",NA,"3","0",450
"07","0704138","18","01","B","02",NA,"1","1",712
"25","2560536","05","01","B","01",NA,"3","0",422
"30","3062151","12","01","B","02",NA,"3","0",1196
"14","1411308","18","01","B","03",NA,"3","0",2781
"15","1523674","03","01","B","01","16","3","0",6648
"27","2760374","09","01","B","02",NA,"3","1",318
"19","1909931","19","01","B","01",NA,"3","0",581
"21","2106931","05","01","B","02","04","3","0",922
"10","1000800","02","01","B","01","26","3","0",143
"09","0916827","01","01","B","01","01","3","0",4833
"31","3103058","15","01","B","02",NA,"3","1",492
"04","0400809","01","01","B","01",NA,"3","0",531
"27","2760205","03","01","B","01",NA,"3","0",410
"21","2107625","20","01","A","02",NA,"3","0",999
"04","0400128","03","01","B","01","28","3","0",82
"22","2202639","03","01","B","01","36","3","0",528
"10","1060625","06","01","B","02",NA,"3","0",447
"29","2900439","02","01","B","01","39","3","0",322
"11","1103547","04","01","B","01","05","3","0",1917
"19","1908832","01","01","B","01","03","3","1",1270
"14","1403206","01","01","A","01","02","3","1",1768
"31","3103633","04","01","B","01",NA,"3","0",318
"20","2060979","20","01","B","01",NA,"3","0",1776
"29","2900612","03","01","B","01","39","3","0",232
"28","2801229","05","01","B","01",NA,"3","0",294
"22","2200784","03","01","B","02","36","3","1",594
"13","1360293","02","01","B","01",NA,"3","1",1458
"30","3007904","04","01","B","01",NA,"3","0",1274
"16","1660584","19","01","B","02",NA,"3","0",712
"11","1160647","01","01","B","01",NA,"3","0",1719
"07","0704390","07","01","B","01",NA,"3","0",2000
"03","0301252","11","01","B","02",NA,"3","0",174
"21","2106863","13","01","A","02",NA,"3","1",704
"06","0600926","01","01","B","01","33","3","0",146
"24","2460981","13","01","B","01",NA,"3","0",305
"29","2901156","04","01","B","01",NA,"3","0",208
"20","2062017","10","01","B","01",NA,"3","0",798
"20","2061820","19","01","B","01",NA,"3","0",1900
"15","1518709","01","01","B","01","01","3","0",3296
"25","2503110","01","01","B","01",NA,"3","0",388
"32","3200163","04","01","A","03",NA,"3","1",690
"06","0660089","17","01","B","01",NA,"3","0",148
"21","2102051","04","01","B","02","04","3","0",908
"10","1002072","04","01","B","01",NA,"3","0",314
"09","0900821","05","01","A","03","01","3","0",4650
"08","0804614","05","01","B","02",NA,"3","1",1134
"19","1908877","01","01","B","04","03","3","0",2076
"18","1800950","01","01","B","02","27","2","0",486
"17","1701393","05","01","A","01","29","3","0",202
"30","3063133","07","01","B","02",NA,"3","1",1048
"29","2902000","03","01","B","02","39","3","0",266
"17","1760314","02","01","B","02",NA,"3","0",434
"31","3103633","20","01","B","02",NA,"3","0",318
"11","1105556","03","02","A","01",NA,"3","0",962
"04","0401145","01","01","A","03",NA,"3","0",396
"18","1800193","02","01","A","01","27","3","0",390
"18","1860347","07","01","B","01",NA,"2","0",306
"17","1701226","01","01","B","01","29","3","0",458
"02","0202189","04","01","A","02",NA,"3","1",710
"27","2760633","04","01","B","02",NA,"3","0",404
"03","0300045","02","01","A","02","40","1","1",428
"16","1605650","17","01","B","01",NA,"3","0",1086
"07","0762473","09","01","B","05",NA,"3","0",1410
"07","0760555","04","01","B","01",NA,"3","0",489
"25","2502050","05","01","B","02","24","1","1",414
"08","0860591","18","01","B","01",NA,"3","0",1446
"23","2302552","05","01","A","01",NA,"3","0",145
"25","2505293","07","01","B","02",NA,"3","0",414
"16","1602417","03","01","B","02",NA,"3","0",612
"19","1905521","04","01","B","04","03","3","1",2080
"14","1400863","02","01","A","02","02","1","0",1552
"29","2900406","01","01","A","01","39","3","0",296
"28","2801807","01","01","B","01",NA,"3","0",294
"30","3000952","03","01","B","01",NA,"3","0",1244
"12","1202978","18","02","B","02",NA,"3","0",870
"30","3009888","09","01","B","03",NA,"3","0",2079
"26","2601237","04","01","A","01",NA,"3","1",429
"18","1860110","17","01","B","01",NA,"3","0",332
"07","0762467","20","01","B","01",NA,"3","0",624
"16","1660297","09","01","B","02",NA,"3","0",706
"14","1411308","19","01","B","02",NA,"3","0",4635
"16","1600383","02","01","A","01","15","3","0",343
"22","2202844","05","01","A","01","36","3","0",448
"13","1360326","17","01","A","02",NA,"3","0",714
"16","1600902","01","01","B","02","15","3","0",918
"03","0301374","20","01","A","01",NA,"3","0",73
"05","0505795","19","01","B","01",NA,"1","0",414
"22","2200516","01","01","B","01","36","3","1",396
"14","1460394","08","01","B","01",NA,"3","1",1514
"06","0600294","01","01","B","01","33","3","0",152
"06","0600728","01","01","B","01",NA,"3","0",128
"15","1511054","02","01","A","01","01","3","0",6612
"08","0805306","02","01","B","01",NA,"1","0",940
"16","1604689","15","01","B","02",NA,"3","0",526
"27","2700293","04","01","B","02","18","3","1",530
"13","1302221","01","01","B","03","43","3","0",981
"14","1460982","11","01","B","04",NA,"3","1",3856
"06","0601466","05","01","B","04",NA,"3","0",232
"24","2403797","11","01","B","01",NA,"3","0",315
"19","1908512","03","01","B","02","03","3","0",1010
"27","2700732","02","01","A","01","18","3","1",558
"19","1905009","04","01","B","03","03","3","0",1425
"03","0301212","17","01","B","03",NA,"3","0",225
"24","2403303","19","01","B","01",NA,"3","0",962
"14","1407052","04","01","B","02","02","3","0",1886
"31","3102235","03","01","A","01","08","3","0",458
"07","0760979","20","01","B","01",NA,"3","1",670
"13","1300223","04","01","A","02","43","3","0",654
"29","2901075","02","01","B","01","39","3","0",516
"31","3100640","05","01","B","01","08","3","0",740
"02","0203151","04","01","A","02","21","3","1",954
"03","0301126","15","01","B","02",NA,"1","0",192
"21","2161442","02","01","B","01",NA,"3","0",614
"29","2900248","04","01","B","03","39","3","0",432
"20","2001316","03","01","A","02",NA,"3","0",764
"05","0502018","03","01","B","02","17","3","1",1260
"12","1261255","19","01","B","02",NA,"3","1",1516
"20","2060171","19","01","A","04",NA,"3","0",1296
"05","0505341","01","01","B","02",NA,"3","0",768
"14","1460966","07","01","B","01",NA,"3","0",1130
"02","0206684","05","01","A","01","21","3","0",408
"15","1523503","02","01","A","02","01","3","1",5103
"07","0761594","18","01","B","02",NA,"3","0",1023
"01","0101380","05","01","B","02","14","1","0",364
"26","2605459","02","01","A","02",NA,"1","0",940
"25","2504373","14","01","B","01",NA,"3","0",406
"14","1460592","18","01","B","01",NA,"3","0",1786
"29","2901075","04","01","A","01","39","3","0",344
"14","1408666","03","01","A","01","02","3","0",4076
"13","1300991","03","01","B","02",NA,"3","0",664
"03","0300635","04","01","A","01","40","3","0",200
"03","0300151","05","01","A","01","40","3","1",300
"27","2760517","06","02","B","02",NA,"3","0",408
"04","0400349","04","02","B","01","28","3","1",226
"10","1000559","01","01","A","02","26","3","0",456
"18","1860229","10","01","B","01",NA,"3","0",495
"22","2260114","07","01","B","02",NA,"3","0",388
"21","2107298","02","01","B","03",NA,"3","0",1072
"23","2303316","04","01","B","02",NA,"1","0",290
"01","0101290","04","01","A","02","14","3","1",362
"16","1602929","06","01","B","02",NA,"3","0",682
"08","0809067","02","01","A","04",NA,"3","0",2425
"15","1560769","02","01","A","02",NA,"3","0",3172
"03","0301278","09","01","B","01",NA,"3","0",140
"19","1902091","01","01","B","01","03","3","0",980
"22","2201850","02","01","B","01",NA,"3","0",531
"16","1604286","19","01","A","01",NA,"3","1",1044
"28","2805009","03","01","A","04",NA,"3","0",1520
"15","1505705","02","01","B","02","01","1","0",3148
"05","0503720","05","01","B","03",NA,"3","1",1047
"14","1405613","01","01","B","02","02","3","1",1690
"21","2103831","04","01","B","01",NA,"3","0",393
"32","3200720","04","01","A","02","32","3","0",674
"30","3061111","05","01","B","01",NA,"3","0",2208
"18","1801103","05","01","B","02",NA,"2","0",402
"28","2807509","16","01","B","02",NA,"3","0",680
"12","1204604","08","01","B","01",NA,"3","0",688
"12","1261524","20","01","B","02",NA,"3","0",708
"30","3003168","04","01","B","01",NA,"3","0",1378
"16","1601761","01","01","A","01",NA,"3","1",438
"19","1904492","03","01","B","02","03","3","0",784
"10","1002031","02","01","B","03",NA,"3","1",483
"15","1516648","04","01","A","02","16","3","0",3786
"17","1703043","01","01","B","02",NA,"3","0",334
"32","3260036","19","01","B","02",NA,"3","1",624
"21","2161338","13","01","A","05",NA,"3","1",1660
"22","2201238","04","01","A","02","36","3","0",768
"21","2101588","05","01","A","02","04","3","0",2112
"16","1661402","04","01","B","02",NA,"3","0",963
"28","2806761","02","01","B","01",NA,"3","0",670
"18","1800426","04","01","B","03","27","3","0",585
"15","1528346","03","01","A","01","01","2","0",1479
"08","0808343","04","01","B","01",NA,"3","0",1060
"19","1908919","03","01","B","01","03","3","1",1168
"21","2101658","04","01","B","01","04","3","0",377
"21","2161338","09","01","B","01",NA,"3","0",996
"09","0921858","05","01","A","02","01","3","0",3026
"25","2500438","05","01","A","01",NA,"3","0",244
"21","2107770","02","01","B","04",NA,"3","0",1564
"07","0760884","11","01","B","02",NA,"3","0",622
"20","2002872","16","01","B","02",NA,"3","0",1392
"32","3260675","12","01","B","02",NA,"3","1",630
"03","0301146","13","01","A","01",NA,"3","1",136
"10","1001379","05","01","A","01","26","3","0",422
"08","0801645","02","01","B","01","09","3","0",936
"30","3008985","08","01","B","06",NA,"2","0",1902
"17","1703043","19","01","B","02",NA,"3","0",334
"02","0207803","12","01","B","02",NA,"2","1",1016
"01","0102275","03","01","A","03",NA,"3","0",465
"08","0801747","04","01","A","02","09","3","0",838
"05","0506691","05","01","B","01",NA,"3","0",894
"21","2106033","17","01","A","02",NA,"3","0",1800
"21","2105126","08","01","B","02",NA,"3","0",1218
"03","0300756","13","01","B","02",NA,"3","1",170
"27","2701648","16","01","B","01",NA,"3","0",540
"28","2806316","04","01","B","02","10","3","0",1032
"30","3060488","11","01","A","01",NA,"3","0",660
"29","2901946","05","01","B","01","39","3","0",101
"03","0300249","03","01","B","03","40","3","1",279
"06","0660035","18","01","B","01",NA,"3","0",134
"15","1503613","04","01","A","02","01","3","0",3668
"22","2200029","02","01","B","01","36","3","0",506
"30","3061902","14","01","B","01",NA,"3","0",1806
"21","2104071","02","01","B","01",NA,"1","0",385
"17","1703011","07","01","B","02",NA,"3","0",666
"11","1100614","01","01","A","01",NA,"3","0",1250
"21","2105629","12","01","B","02",NA,"1","0",716
"13","1360884","19","01","B","04",NA,"2","0",1024
"23","2303136","19","01","B","02",NA,"3","0",570
"08","0800704","01","01","A","01","09","3","0",430
"30","3060314","01","01","B","04",NA,"3","0",2236
"16","1604836","15","01","B","01",NA,"3","0",672
"13","1360343","13","01","B","01",NA,"3","0",438
"07","0760844","05","01","A","01",NA,"3","0",668
"15","1518501","04","01","A","01","01","3","0",3826
"08","0801828","03","01","A","01","09","3","1",836
"07","0760532","08","01","B","02",NA,"3","0",802
"27","2760418","06","01","B","01",NA,"3","0",428
"17","1703023","04","01","B","04",NA,"3","1",796
"24","2403192","07","01","B","01",NA,"3","1",414
"31","3100868","04","01","B","02","08","3","0",970
"29","2900439","05","02","A","02","39","3","0",322
"12","1203493","09","01","B","01",NA,"1","0",630
"09","0902465","04","01","A","01","01","3","1",5704
"30","3061991","10","01","A","01",NA,"3","0",1076
"13","1360790","19","01","B","01",NA,"3","0",287
"15","1520385","04","01","B","02","01","3","0",5109
"09","0920224","05","01","B","01","01","3","0",2914
"02","0205199","03","01","A","01","21","3","0",1629
"25","2502834","05","01","B","01","24","3","0",492
"14","1412676","15","01","B","01",NA,"3","0",1524
"25","2560510","20","01","B","01",NA,"3","0",406
"28","2808341","13","01","B","01",NA,"3","0",1218
"27","2701981","12","01","B","01",NA,"3","0",282
"24","2402567","04","01","B","01","07","3","0",411
"20","2002956","01","01","A","01","31","3","0",804
"21","2160321","04","01","B","03",NA,"3","0",3710
"30","3060942","03","01","B","01",NA,"3","0",2400
"02","0203547","01","01","B","08","21","3","1",5124
"06","0601427","10","01","B","02",NA,"3","0",116
"16","1605416","01","01","B","02",NA,"3","1",514
"22","2200004","04","01","B","02","36","2","1",684
"30","3008495","06","01","B","01",NA,"3","1",731
"16","1604586","15","01","B","02",NA,"3","0",578
"20","2061956","19","01","B","01",NA,"3","0",448
"16","1604680","05","01","B","01",NA,"3","0",217
"11","1105980","06","01","B","03",NA,"3","0",5058
"14","1414196","01","01","B","03","02","3","0",1752
"25","2504648","01","01","B","02",NA,"3","0",420
"29","2901562","05","01","B","04","39","3","0",226
"14","1405412","03","01","A","01","02","3","0",1722
"12","1260350","05","01","B","02",NA,"3","0",818
"13","1360119","16","01","B","03",NA,"3","0",816
"16","1603268","18","01","B","04",NA,"3","0",1172
"15","1503685","02","01","A","01","01","3","1",3140
"14","1404716","01","01","B","02","02","3","0",2744
"22","2202261","04","01","B","01","36","3","0",388
"13","1301765","04","01","B","01",NA,"3","0",1120
"08","0807721","05","01","B","03",NA,"3","0",891
"21","2103874","03","01","B","01",NA,"3","0",644
"10","1000316","01","01","B","04","26","3","0",1095
"03","0300824","02","01","B","01",NA,"3","1",134
"04","0400767","01","01","A","01",NA,"3","0",240
"13","1301830","03","01","A","01",NA,"3","0",460
"31","3160119","14","01","B","02",NA,"3","0",537
"21","2105968","17","01","A","01",NA,"3","0",882
"21","2161220","13","01","A","02",NA,"3","0",1090
"08","0807017","05","01","B","02",NA,"3","0",930
"16","1603365","02","01","B","02",NA,"3","0",1068
"14","1411658","05","01","B","02","02","3","0",2134
"04","0400077","05","01","B","01","28","3","0",200
"32","3201541","14","01","B","01",NA,"3","0",139
"23","2303361","17","01","B","03",NA,"3","1",429
"16","1660451","04","01","B","04",NA,"3","0",2005
"31","3103214","15","01","B","01",NA,"3","0",636
"03","0300161","05","01","B","01","40","3","0",196
"26","2606754","20","01","A","01",NA,"3","0",908
"07","0760021","12","01","B","03",NA,"3","0",1244
"19","1900807","04","01","B","02","03","3","1",1128
"08","0860415","14","01","B","01",NA,"3","0",1360
"06","0601314","10","01","B","01",NA,"3","0",128
"21","2101510","05","01","A","03","04","3","0",1368
"21","2104655","04","01","B","02","04","3","0",2360
"08","0802913","04","01","A","01","09","3","0",776
"15","1500032","04","01","A","01","01","3","0",5787
"16","1661389","18","01","B","01",NA,"3","0",270
"30","3003866","04","01","B","02","12","3","1",1348
"15","1522908","04","01","A","01","16","3","0",3464
"20","2061190","05","01","B","01",NA,"3","0",2070
"05","0502818","04","01","A","02","17","3","0",1468
"25","2500224","05","01","B","01",NA,"3","0",678
"13","1360532","02","01","B","01",NA,"3","0",496
"11","1105920","08","01","B","02",NA,"3","0",1966
"12","1201049","04","01","A","02","13","3","0",1113
"31","3160274","12","01","B","01",NA,"3","0",372
"03","0300964","12","01","B","01",NA,"3","0",134
"29","2901192","13","01","B","05",NA,"3","0",500
"12","1260232","04","01","A","02",NA,"3","0",796
"14","1413004","17","01","B","01",NA,"3","0",617
"16","1603596","05","01","A","02",NA,"3","0",658
"20","2000015","02","01","A","01","31","3","1",950
"09","0902637","02","01","B","02","01","3","1",4635
"23","2301726","04","01","B","02","41","3","0",340
"07","0702947","01","01","B","02",NA,"3","0",746
"07","0704488","14","01","A","01",NA,"3","0",398
"07","0700009","05","01","B","01",NA,"3","1",940
"30","3003404","05","01","B","02",NA,"3","1",1298
"28","2806176","01","01","B","01","10","3","0",750
"16","1601217","02","01","B","01","15","3","0",728
"15","1505184","02","01","A","04","01","3","0",6308
"25","2503407","01","01","A","01",NA,"3","0",732
"07","0703367","14","01","B","03",NA,"3","0",1068
"25","2500463","01","01","B","01",NA,"3","0",456
"14","1411542","02","01","B","01",NA,"3","0",933
"12","1261348","06","01","A","01",NA,"3","1",666
"03","0360018","02","01","B","02",NA,"3","0",158
"16","1661647","16","01","B","02",NA,"3","0",772
"21","2102968","01","01","B","02","04","3","0",856
"09","0908979","04","01","A","04","01","3","0",5712
"03","0301093","19","01","B","02",NA,"3","0",222
"28","2860516","04","01","B","03",NA,"3","0",1716
"26","2660506","12","01","B","01",NA,"3","1",896
"24","2402985","02","01","A","02","07","1","0",702
"08","0804662","03","01","B","01",NA,"3","0",1340
"07","0760856","20","01","B","02",NA,"3","0",1029
"25","2560126","20","01","B","02",NA,"3","0",434
"12","1260226","06","01","B","01",NA,"3","0",882
"16","1603190","05","01","B","02",NA,"3","0",1344
"16","1605367","14","01","B","04",NA,"3","0",1725
"20","2002222","03","01","B","03",NA,"3","0",1095
"06","0600901","01","01","B","02","33","3","0",204
"29","2901759","04","01","A","02","39","3","0",270
"25","2501361","05","01","A","01","24","3","0",299
"28","2807445","02","01","B","01","10","1","0",612
"08","0803873","03","01","B","01",NA,"3","0",237
"25","2505169","05","01","B","02",NA,"3","0",621
"32","3260552","09","01","B","01",NA,"3","0",678
"29","2901313","03","01","A","01","39","2","0",106
"09","0912563","05","01","B","01","01","3","0",1535
"04","0401043","02","01","B","01",NA,"3","0",222
"09","0916793","05","01","B","01","01","3","0",4058
"02","0202460","01","01","A","02",NA,"3","1",912
"03","0360012","17","01","B","01",NA,"1","0",274
"23","2303361","04","01","A","01",NA,"3","1",286
"18","1800600","04","01","B","01","27","3","0",376
"08","0801219","01","01","B","01","09","3","0",1803
"05","0503831","05","01","B","02",NA,"3","0",678
"19","1902747","03","01","B","01","03","3","0",1632
"13","1302973","03","01","B","01","43","3","0",750
"25","2502821","04","01","A","01","24","2","0",276
"14","1411406","20","01","B","04",NA,"3","0",3880
"05","0503052","03","01","B","01","17","3","1",1302
"14","1409909","20","01","B","02",NA,"3","0",1864
"03","0301112","17","01","B","01",NA,"3","0",92
"18","1801372","12","01","A","01",NA,"3","0",308
"31","3103337","17","01","B","01",NA,"3","0",318
"27","2701353","15","01","B","02",NA,"3","0",396
"26","2602991","01","01","B","02","25","3","1",1203
"23","2301135","05","01","B","01","41","3","0",193
"07","0762287","01","01","B","02",NA,"3","0",618
"21","2107954","09","01","A","02",NA,"3","0",816
"19","1904962","02","01","B","01","03","3","0",1068
"11","1103969","01","01","A","02","05","3","0",1238
"13","1302082","05","01","B","04",NA,"3","0",1275
"31","3102607","05","01","B","02","08","3","0",390
"31","3102572","05","01","A","01","08","3","0",1104
"14","1411500","14","01","B","02",NA,"3","0",2991
"24","2400266","02","01","B","02",NA,"3","0",878
"22","2201418","01","01","B","01","36","3","0",442
"08","0805079","05","01","B","02",NA,"2","0",634
"05","0500241","03","01","B","02",NA,"3","1",2120
"17","1700880","02","01","B","01","29","3","0",334
"31","3160464","13","01","B","01",NA,"3","1",276
"01","0100103","05","01","B","01","14","3","0",492
"01","0160114","07","01","A","02",NA,"3","0",669
"05","0501922","05","01","B","01","17","3","0",752
"20","2001146","08","01","B","01",NA,"3","0",462
"15","1504910","03","01","A","02","01","2","0",2466
"14","1411908","18","01","B","01",NA,"3","1",1390
"23","2301321","02","01","B","02","41","3","0",540
"06","0660005","13","01","B","04",NA,"3","0",268
"13","1360190","05","01","B","01",NA,"3","0",255
"32","3260297","11","01","B","01",NA,"3","0",222
"05","0501162","03","01","A","01",NA,"3","0",306
"11","1103147","02","01","B","01","05","3","0",1130
"01","0100840","04","01","B","02","14","3","0",358
"31","3103961","12","01","B","01",NA,"3","0",136
"30","3002751","04","01","B","01",NA,"3","0",865
"21","2103090","01","01","A","01","04","3","0",708
"08","0801454","02","01","A","01","09","3","0",820
"13","1302158","01","01","B","02","43","3","0",548
"23","2301003","05","01","B","03","41","3","0",603
"28","2805850","04","01","A","02","10","3","0",584
"07","0703193","13","01","A","02",NA,"3","0",433
"11","1103254","01","01","A","02","05","3","1",2740
"08","0807156","02","01","B","01",NA,"3","0",796
"15","1512587","02","01","A","01","01","3","0",3230
"21","2106894","01","01","B","01",NA,"3","0",1236
"07","0761177","16","01","B","04",NA,"3","0",1180
"16","1603082","04","01","B","01",NA,"3","0",1372
"17","1702251","05","01","A","01","29","3","0",490
"07","0703699","20","01","B","02",NA,"3","0",804
"02","0202618","03","01","B","01",NA,"3","1",874
"12","1260232","14","01","A","01",NA,"3","0",398
"21","2161220","09","01","B","02",NA,"3","0",1090
"15","1508952","03","02","A","01","01","1","0",1673
"10","1000389","05","01","A","03","26","3","0",1230
"07","0760235","12","01","B","01",NA,"3","0",310
"21","2160073","02","01","A","01",NA,"3","0",782
"18","1860215","16","01","B","01",NA,"3","0",316
"22","2200127","01","01","A","02","36","3","0",612
"23","2300008","01","01","B","02",NA,"1","0",1182
"28","2806552","01","01","A","04",NA,"3","0",1320
"16","1605416","19","01","B","01",NA,"3","0",257
"24","2400232","05","01","B","02",NA,"3","0",974
"15","1510635","02","01","A","02","01","3","0",3082
"25","2502355","02","01","B","01","24","3","0",347
"09","0908917","05","01","A","02","01","3","0",4470
"02","0203714","02","01","A","02","21","3","1",702
"27","2700714","01","01","A","01","18","3","1",197
"18","1860299","15","01","B","01",NA,"3","0",396
"16","1661683","11","01","B","04",NA,"3","0",1356
"01","0101908","01","01","A","01","14","3","0",708
"25","2501770","04","01","A","01","24","3","0",795
"24","2402015","02","01","A","02","07","3","1",1764
"16","1660672","11","01","B","01",NA,"3","0",762
"03","0301393","02","01","B","01",NA,"3","0",142
"21","2161758","15","01","B","02",NA,"2","0",684
"19","1903731","05","01","A","03","03","3","0",1386
"14","1403384","01","01","A","01","02","3","0",3392
"20","2000983","01","01","B","02",NA,"3","0",1422
"11","1101708","03","01","A","02",NA,"3","0",1292
"05","0505920","03","01","A","02",NA,"3","0",816
"06","0660005","17","01","B","02",NA,"3","0",201
"02","0201995","05","01","A","01",NA,"3","0",385
"07","0760174","08","01","B","01",NA,"1","1",310
"27","2701047","19","01","A","01",NA,"3","1",448
"07","0700585","02","01","B","01",NA,"3","0",401
"31","3103226","08","01","B","05",NA,"3","0",880
"28","2800329","03","01","B","02","10","3","1",394
"07","0762321","04","02","A","01",NA,"3","0",406
"27","2700557","03","01","B","01","18","3","0",336
"12","1260065","03","01","B","02",NA,"3","0",1104
"30","3063715","11","02","B","02",NA,"3","0",1150
"11","1101424","03","01","B","06",NA,"3","0",2248
"32","3260297","16","01","B","01",NA,"3","0",222
"27","2760149","02","02","A","01",NA,"3","0",380
"16","1603043","07","01","B","01",NA,"3","0",1047
"29","2900888","04","01","B","01","39","3","0",750
"23","2303026","18","01","A","03",NA,"3","0",1095
"23","2303029","01","01","B","02",NA,"3","0",490
"28","2800318","04","01","B","01","10","2","1",212
"28","2806369","05","01","B","02","10","3","0",830
"24","2403192","12","01","B","01",NA,"3","0",414
"31","3103322","11","01","B","01",NA,"3","1",1110
"22","2200135","03","01","A","01","36","3","0",406
"02","0206931","20","01","A","02",NA,"3","0",744
"21","2107672","15","01","A","01",NA,"3","0",461
"11","1104011","03","01","A","01","05","3","0",1204
"16","1603622","05","01","B","02",NA,"3","0",680
"01","0160211","06","01","B","01",NA,"3","0",372
"02","0203169","04","01","A","01","21","3","0",897
"04","0460142","07","01","B","02",NA,"3","0",196
"27","2760205","10","01","B","04",NA,"3","0",820
"12","1261043","12","01","A","01",NA,"3","0",670
"06","0600352","01","01","B","01","33","3","0",144
"24","2460928","04","01","B","01",NA,"3","0",468
"14","1411319","18","01","B","03",NA,"3","0",3780
"01","0101636","02","01","B","01","14","3","0",852
"08","0806207","04","01","B","01",NA,"3","1",704
"06","0601527","16","01","A","02",NA,"3","0",92
"22","2202904","02","01","B","02","36","3","0",522
"30","3060831","16","01","B","05",NA,"3","0",2928
"28","2805823","05","01","A","03","10","3","0",1077
"08","0802615","05","01","B","01","09","3","0",1246
"10","1000125","02","01","B","01","26","3","0",480
"11","1100468","02","01","B","01",NA,"3","0",952
"24","2400394","03","01","B","01","07","3","0",419
"17","1700033","04","01","A","02",NA,"3","1",388
"19","1905392","03","01","B","01","03","3","1",560
"04","0400474","01","01","B","02","28","3","0",318
"27","2760124","12","01","B","02",NA,"3","0",414
"03","0300879","16","01","A","02",NA,"1","0",138
"17","1703435","04","01","A","04",NA,"3","1",704
"15","1517765","02","01","B","02","01","1","0",3274
"31","3102669","01","01","A","02","08","3","0",446
"16","1603074","18","01","B","01",NA,"3","0",650
"01","0100395","03","01","A","01","14","3","0",204
"02","0202001","01","01","A","02",NA,"3","1",1032
"16","1605537","13","01","B","02",NA,"3","0",1104
"27","2760185","03","01","B","01",NA,"3","0",752
"07","0762468","19","01","B","01",NA,"3","0",576
"04","0401334","03","01","B","01",NA,"3","0",624
"09","0920538","01","01","A","04","01","3","0",8475
"30","3003697","01","01","B","03",NA,"3","0",2840
"03","0301106","15","01","A","01",NA,"3","0",146
"05","0560162","03","01","B","01",NA,"3","0",293
"07","0760884","16","01","B","03",NA,"3","0",1244
"18","1800598","02","01","B","01","27","3","0",146
