"Entidad","UPM","VIV_SEL","HOGAR","RESUL_H","R_SEL","AREAM","AP4_1","AP4_2_03","FAC_ELE"
"08","0808581","08","01","B","02",NA,"3","0",1008
"14","1414122","17","01","B","03",NA,"3","1",4050
"07","0762049","11","01","B","03",NA,"3","0",1029
"30","3004583","01","01","A","03","12","3","0",1731
"08","0800208","04","01","B","04",NA,"3","0",1704
"25","2504640","10","01","B","01",NA,"3","1",470
"14","1414259","14","01","B","01",NA,"3","0",806
"07","0702700","03","01","A","01","19","3","0",1000
"08","0808236","04","01","B","01",NA,"3","1",891
"26","2604588","03","01","A","02",NA,"3","0",2168
"24","2460624","09","01","B","01",NA,"3","0",948
"23","2302689","03","01","A","01",NA,"3","0",209
"14","1407117","03","01","A","01","02","3","0",1750
"10","1001156","04","01","B","01","26","3","0",624
"07","0760532","19","02","B","02",NA,"1","0",802
"10","1060239","14","01","B","02",NA,"3","0",350
"31","3103064","07","01","A","02",NA,"3","1",288
"08","0860563","11","01","B","04",NA,"3","0",1424
"08","0806854","02","01","B","02",NA,"3","0",894
"27","2760708","16","01","A","01",NA,"3","1",320
"11","1161141","18","01","A","02",NA,"3","0",878
"22","2202807","12","01","B","01",NA,"3","0",217
"06","0600851","04","01","B","03",NA,"3","0",171
"08","0804246","03","01","B","01",NA,"3","0",730
"10","1060507","11","01","B","02",NA,"3","0",258
"20","2000430","03","01","A","01","31","3","0",1928
"18","1801281","12","01","B","02",NA,"3","0",340
"07","0760555","12","01","B","02",NA,"3","0",2445
"29","2901088","01","01","B","02",NA,"3","0",208
"22","2260575","08","01","B","03",NA,"3","1",775
"26","2606574","05","01","A","01",NA,"3","0",878
"31","3104139","16","01","B","01",NA,"3","0",537
"19","1905550","03","01","B","01","03","2","0",686
"25","2502071","02","01","B","01","24","3","0",478
"14","1460998","13","01","A","01",NA,"3","0",656
"29","2901581","02","01","A","02","39","3","0",286
"23","2301206","03","01","B","02","41","3","0",752
"07","0702505","15","01","B","02",NA,"2","0",1068
"01","0102034","04","01","A","02","14","2","1",454
"15","1504074","03","01","B","02","01","3","0",1984
"15","1508557","01","01","A","02","01","3","0",3496
"01","0101320","03","01","A","01","14","3","0",398
"27","2760813","08","01","B","02",NA,"3","1",948
"25","2503674","05","01","A","01",NA,"3","0",464
"25","2504641","13","01","B","01",NA,"3","0",220
"15","1524520","11","01","A","01",NA,"1","0",5484
"23","2303029","10","01","B","03",NA,"3","0",980
"07","0703362","15","01","B","01",NA,"3","0",393
"12","1260890","08","01","B","01",NA,"3","0",370
"03","0360086","14","01","B","01",NA,"3","0",348
"26","2600981","02","01","A","01",NA,"3","0",1070
"21","2105011","01","01","B","01",NA,"3","0",1034
"17","1700207","02","01","A","01",NA,"3","1",208
"07","0703181","06","01","B","01",NA,"3","0",1119
"12","1202067","03","01","A","01",NA,"3","0",646
"26","2603282","01","01","B","01","25","3","0",1082
"05","0503498","01","01","B","01",NA,"3","1",816
"01","0101434","05","01","B","01","14","3","0",627
"07","0704356","04","01","B","01",NA,"3","0",1484
"30","3060193","08","01","B","01",NA,"3","0",1208
"02","0204896","04","01","B","01","21","1","0",367
"27","2702064","06","01","A","01",NA,"3","0",530
"17","1700151","02","01","B","02",NA,"3","0",446
"27","2700859","13","01","B","01",NA,"3","0",430
"30","3009422","04","01","B","02",NA,"3","0",1268
"23","2301039","02","01","B","01","41","3","0",198
"30","3063239","11","01","B","01",NA,"3","0",1824
"03","0360174","06","01","B","01",NA,"3","1",112
"31","3103568","12","01","B","02",NA,"3","0",330
"25","2504383","04","01","A","01",NA,"3","1",768
"15","1528431","03","01","B","01","01","3","1",2190
"10","1060635","13","01","B","01",NA,"1","0",502
"19","1904417","04","01","B","02","03","3","0",962
"06","0660009","08","01","A","01",NA,"3","0",69
"19","1901414","01","01","B","01","03","3","0",1342
"28","2804034","03","01","B","03",NA,"1","1",741
"08","0808457","12","01","B","01",NA,"3","0",1005
"28","2801093","01","01","B","02",NA,"3","0",724
"15","1506382","04","01","B","03","01","3","0",4974
"25","2504705","02","01","B","03",NA,"3","0",648
"15","1561283","05","02","A","02",NA,"3","0",2852
"19","1900876","02","01","B","05","03","3","1",2650
"12","1202992","12","01","B","02",NA,"3","0",750
"16","1603918","17","01","B","02",NA,"3","0",1050
"03","0300728","12","01","B","02",NA,"1","1",156
"25","2560510","16","01","B","01",NA,"3","0",203
"28","2800129","02","01","B","01","10","3","0",714
"21","2161145","10","01","B","02",NA,"3","0",964
"19","1910184","12","01","B","01",NA,"3","0",1186
"07","0704395","09","01","B","02",NA,"3","0",852
"30","3061910","18","01","B","01",NA,"3","0",1052
"18","1801539","13","01","B","01",NA,"3","0",200
"28","2806917","01","01","B","02",NA,"3","1",1020
"26","2601129","05","01","B","01",NA,"3","0",1455
"18","1801064","12","01","B","02",NA,"3","1",620
"25","2560600","01","01","B","01",NA,"3","0",458
"05","0501579","01","01","B","02","17","3","0",990
"22","2200849","04","01","B","01","36","3","1",932
"31","3102918","05","01","A","01","08","2","0",422
"24","2401558","02","01","A","03","07","3","1",1584
"13","1360920","10","01","B","01",NA,"3","0",876
"21","2161045","16","01","B","01",NA,"3","1",848
"03","0300909","12","01","B","01",NA,"1","1",216
"27","2760468","15","01","B","01",NA,"3","0",322
"07","0760299","05","01","B","04",NA,"3","1",1256
"07","0700378","03","01","A","01",NA,"3","1",1000
"30","3007159","03","01","B","01",NA,"3","0",2574
"07","0762049","03","01","B","05",NA,"3","1",1715
"08","0806779","01","01","B","01",NA,"3","0",1476
"02","0205165","01","01","B","02","21","1","1",1264
"12","1201153","05","01","A","01","13","3","0",356
"32","3202097","11","01","B","01",NA,"3","0",255
"21","2161502","15","01","B","02",NA,"3","0",754
"25","2501069","04","01","A","01","24","3","1",254
"30","3009722","06","01","B","02",NA,"3","0",1758
"19","1960388","09","01","B","01",NA,"3","0",1468
"12","1202327","02","01","A","01",NA,"1","0",450
"21","2104310","04","01","A","01",NA,"3","1",255
"06","0660005","19","01","B","05",NA,"3","0",335
"22","2200994","04","01","B","01","36","3","0",177
"20","2061956","09","01","B","01",NA,"3","0",448
"20","2061703","15","01","B","01",NA,"3","0",234
"12","1260843","06","01","B","02",NA,"3","0",900
"18","1860291","18","01","A","02",NA,"3","0",820
"17","1700191","01","01","B","01",NA,"3","0",318
"06","0601064","04","01","A","02","33","3","1",158
"23","2302461","02","01","B","02",NA,"1","0",892
"09","0909108","01","01","B","01","01","3","1",5244
"19","1909011","04","01","B","02","03","3","0",990
"26","2604473","04","01","B","02",NA,"3","0",878
"16","1661530","02","01","B","02",NA,"3","0",712
"05","0502898","02","01","B","01","17","3","0",756
"06","0600160","05","01","B","01","33","3","0",58
"21","2104456","15","02","B","01",NA,"3","0",1154
"11","1102139","02","01","A","04","05","3","0",4410
"30","3004757","05","01","A","01","12","3","1",1710
"10","1000900","04","01","B","04","26","1","0",1145
"12","1204072","11","01","A","02",NA,"3","0",1836
"13","1300624","01","01","B","02","43","3","0",862
"12","1260476","03","01","B","01",NA,"3","0",858
"28","2803089","03","01","B","01",NA,"1","1",726
"18","1801659","11","01","B","02",NA,"2","1",496
"04","0401145","16","01","A","03",NA,"3","0",396
"02","0202287","03","01","B","01",NA,"3","0",350
"03","0300055","05","01","B","01","40","2","0",83
"09","0907180","05","01","A","02","01","3","1",3124
"02","0206140","03","01","B","01","21","3","0",418
"16","1661389","05","01","B","02",NA,"3","1",540
"05","0505920","09","01","B","02",NA,"3","0",816
"12","1261339","14","01","B","01",NA,"3","0",732
"24","2401729","01","01","A","04","07","3","0",1680
"28","2860048","09","01","B","01",NA,"3","0",268
"28","2860381","06","01","B","04",NA,"3","0",1735
"28","2804580","05","01","A","02",NA,"3","0",512
"07","0703748","01","01","B","01",NA,"3","0",824
"04","0401164","20","01","B","02",NA,"3","0",396
"24","2460557","13","01","B","01",NA,"3","0",355
"23","2360108","21","01","B","02",NA,"3","0",522
"09","0921347","01","01","B","02","01","3","0",3873
"25","2560085","02","01","B","04",NA,"3","0",852
"03","0300904","15","01","B","02",NA,"3","0",170
"04","0400798","04","01","B","05",NA,"3","0",448
"06","0600818","05","01","B","01",NA,"3","0",126
"15","1509779","01","01","A","01","01","3","1",3340
"08","0805453","04","01","B","03",NA,"3","0",1254
"18","1801395","01","01","B","03",NA,"3","0",482
"29","2900399","01","01","B","03","39","3","1",596
"13","1300764","05","01","A","01","43","3","0",1185
"27","2760681","03","01","B","02",NA,"3","0",332
"23","2360089","11","01","B","02",NA,"2","0",308
"28","2800310","03","01","B","02","10","3","0",852
"12","1260312","16","01","B","01",NA,"3","0",330
"02","0203676","02","01","A","02","21","3","1",678
"13","1302351","13","01","B","02",NA,"3","0",711
"11","1161587","10","01","A","01",NA,"3","0",944
"22","2201200","05","01","A","01","36","3","0",220
"24","2403222","18","01","A","02",NA,"3","0",1566
"25","2560605","05","01","B","01",NA,"3","0",450
"22","2202792","13","01","B","01",NA,"3","0",777
"08","0805027","05","01","B","01",NA,"3","0",268
"31","3103658","10","01","B","02",NA,"3","0",955
"30","3062222","02","01","A","01",NA,"3","0",1204
"07","0701601","04","01","A","01","19","3","1",445
"04","0400347","01","01","B","01","28","3","0",312
"02","0260285","01","01","B","01",NA,"3","0",484
"24","2403058","02","01","A","02","07","3","0",802
"09","0905902","05","01","B","02","01","3","0",3585
"31","3100633","03","01","B","01","08","3","0",186
"14","1403729","02","01","B","02","02","3","0",3968
"17","1760017","07","01","B","01",NA,"3","0",197
"19","1910862","12","01","A","03",NA,"3","1",1395
"22","2202403","05","01","B","01",NA,"3","0",405
"10","1060008","19","01","A","01",NA,"3","0",358
"30","3061910","11","01","B","01",NA,"3","0",526
"23","2302694","05","01","B","01",NA,"3","1",848
"12","1260446","10","01","B","02",NA,"3","0",728
"29","2901281","01","01","B","01","39","3","0",324
"20","2001009","19","01","B","04",NA,"3","0",1288
"06","0601266","14","01","B","02",NA,"3","0",152
"01","0102275","08","01","B","01",NA,"3","0",310
"08","0801645","05","01","B","01","09","3","1",936
"22","2201503","04","01","B","02","36","3","1",422
"23","2300101","03","01","B","02",NA,"3","0",705
"23","2301762","01","01","A","04","41","3","0",910
"04","0401315","04","01","B","02",NA,"3","0",232
"16","1660935","14","01","B","01",NA,"3","0",732
"10","1001519","05","01","B","01",NA,"3","0",116
"31","3102706","12","01","B","01",NA,"3","0",142
"16","1601047","05","01","B","01","15","3","0",456
"11","1108452","04","01","B","01",NA,"3","0",3310
"17","1700737","03","01","B","02","29","3","1",518
"24","2403258","04","01","A","04",NA,"2","0",933
"15","1518577","05","01","A","01","01","3","1",3458
"18","1801011","01","01","A","01","27","1","0",139
"07","0760364","19","01","B","02",NA,"3","0",400
"20","2061591","05","01","B","03",NA,"3","0",1296
"07","0703304","06","01","B","02",NA,"3","0",1568
"14","1402663","01","01","B","02","02","3","0",2673
"10","1002505","02","01","B","01",NA,"3","0",446
"17","1700651","02","01","A","01","29","3","0",388
"26","2660505","02","01","B","02",NA,"3","0",1034
"19","1903285","05","01","B","05","03","3","0",3332
"06","0660005","10","01","B","03",NA,"3","0",268
"03","0300986","10","01","A","02",NA,"3","0",246
"06","0600988","02","01","B","02","33","3","0",222
"30","3061094","16","01","B","02",NA,"3","0",1170
"12","1200982","05","01","B","02","13","3","0",758
"07","0702502","15","01","B","02",NA,"3","0",1059
"30","3060494","17","01","B","02",NA,"3","0",968
"17","1702487","08","01","B","01",NA,"3","0",376
"02","0203131","01","01","B","02",NA,"3","0",846
"30","3004706","05","01","A","03","12","3","1",1983
"31","3100868","02","01","A","02","08","3","0",388
"14","1405912","03","01","A","02","02","3","0",1662
"19","1902289","01","01","B","03","03","3","0",1248
"14","1404122","05","01","B","03",NA,"1","0",2637
"18","1801686","02","01","B","01",NA,"3","0",222
"07","0703766","04","01","B","02",NA,"3","0",1275
"07","0703995","12","01","B","02",NA,"3","0",700
"07","0762321","20","01","B","03",NA,"3","0",1015
"06","0600611","01","01","B","01",NA,"3","0",57
"12","1204353","02","01","B","01",NA,"3","0",286
"18","1800561","01","01","A","02","27","1","0",462
"01","0102284","05","01","B","01","14","3","0",639
"09","0917215","05","01","B","01","01","3","0",1950
"30","3061855","12","01","B","01",NA,"3","0",1134
"19","1909767","05","01","B","01","03","3","1",459
"15","1516648","01","01","A","01","16","3","1",3786
"27","2760388","17","01","B","02",NA,"3","0",394
"08","0860444","03","01","B","01",NA,"3","0",222
"08","0808343","13","01","B","03",NA,"3","0",795
"21","2160271","15","01","B","03",NA,"3","0",1392
"28","2805392","03","01","B","01",NA,"3","0",1800
"31","3103569","20","01","A","02",NA,"3","0",308
"26","2604990","03","01","B","02",NA,"3","0",692
"07","0761777","05","01","B","01",NA,"3","1",1475
"31","3100409","04","01","A","01","08","3","0",454
"10","1002429","03","01","B","01",NA,"3","1",390
"12","1203746","08","01","A","02",NA,"3","0",614
"15","1524460","10","01","A","02",NA,"2","0",3856
"01","0160012","09","01","A","01",NA,"3","0",528
"20","2001815","03","01","A","02","31","3","0",914
"20","2000058","05","01","A","02","31","3","0",1096
"11","1104829","05","01","A","01","05","3","1",1653
"14","1402486","03","01","B","01","02","3","1",1176
"14","1414442","11","01","B","01",NA,"3","0",1524
"09","0908220","05","01","B","01","01","3","1",2756
"22","2200845","04","01","A","02","36","3","1",448
"19","1905769","02","01","A","01","03","2","0",1146
"29","2960068","20","01","A","06",NA,"2","0",1200
"07","0760092","13","01","B","02",NA,"3","0",662
"08","0803873","05","01","A","01",NA,"3","0",237
"15","1524857","11","01","B","01",NA,"3","0",6615
"12","1260307","20","01","B","01",NA,"3","0",309
"02","0205882","04","01","B","05","21","3","0",1590
"10","1060080","19","01","B","01",NA,"3","0",165
"05","0503811","01","01","B","03",NA,"3","0",1164
"25","2560251","08","01","A","04",NA,"3","1",780
"24","2400699","03","01","B","02","07","3","0",1119
"12","1204469","07","01","A","01",NA,"3","1",628
"27","2701045","17","01","A","01",NA,"3","0",404
"14","1413660","07","01","B","02",NA,"3","1",1002
"26","2602765","04","01","A","01","25","2","0",535
"25","2502203","01","01","B","01","24","3","1",753
"11","1101820","03","01","B","02",NA,"3","0",2528
"02","0205197","05","01","B","02","21","1","0",946
"30","3062662","09","01","B","02",NA,"3","0",1212
"11","1107821","03","01","B","02",NA,"3","0",1204
"22","2202644","19","01","A","01",NA,"3","0",375
"13","1360163","02","01","B","03",NA,"3","1",1100
"28","2800233","05","01","B","02","10","2","0",478
"22","2200424","04","01","B","01","36","3","0",1065
"03","0301095","13","01","A","01",NA,"3","0",213
"14","1409871","18","01","B","01",NA,"1","0",1714
"29","2901317","01","02","B","01","39","2","0",125
"28","2805496","01","01","B","01","10","2","1",316
"13","1302082","08","01","B","01",NA,"3","0",510
"25","2502950","03","01","B","03",NA,"3","0",627
"31","3102018","04","01","B","03","08","3","0",558
"28","2800183","02","01","B","01","10","3","0",624
"18","1860071","16","01","B","01",NA,"3","1",133
"25","2501519","04","01","A","04","24","1","0",972
"05","0503346","03","01","B","02","17","3","0",712
"13","1301948","04","01","B","06",NA,"3","0",1004
"20","2003137","07","03","B","01",NA,"3","0",418
"07","0762129","20","01","B","01",NA,"3","0",956
"28","2807131","03","01","B","01",NA,"3","0",356
"07","0760169","09","02","B","01",NA,"3","0",252
"28","2806458","05","01","B","03",NA,"3","0",1685
"02","0205127","04","01","B","01","21","3","0",688
"07","0760979","09","01","B","02",NA,"3","1",670
"18","1800465","03","01","B","01","27","3","0",187
"21","2107379","05","01","A","01",NA,"3","0",776
"11","1104829","02","01","B","02","05","3","0",1102
"12","1203212","20","01","B","02",NA,"3","1",784
"28","2804045","04","01","B","01",NA,"3","0",478
